ID,Name,atkId_Bullet,sfxId_Bullet,sfxId_Hit,sfxId_Flick,life,dist,shootInterval,gravityInRange,gravityOutRange,hormingStopRange,initVellocity,accelInRange,accelOutRange,maxVellocity,minVellocity,accelTime,homingBeginDist,hitRadius,hitRadiusMax,spreadTime,expDelay,hormingOffsetRange,dmgHitRecordLifeTime,externalForce,spEffectIDForShooter,autoSearchNPCThinkID,HitBulletID,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,numShoot,homingAngle,shootAngle,shootAngleInterval,shootAngleXInterval,damageDamp,spelDamageDamp,fireDamageDamp,thunderDamageDamp,staminaDamp,knockbackDamp,shootAngleXZ,lockShootLimitAng,pad2,prevVelocityDirRate,atkAttribute,spAttribute,Material_AttackType,Material_AttackMaterial,isPenetrateChr,isPenetrateObj,pad,launchConditionType,FollowType,EmittePosType,isAttackSFX,isEndlessHit,isPenetrateMap,isHitBothTeam,isUseSharedHitList,isUseMultiDmyPolyIfPlace,isHitOtherBulletForceEraseA,isHitOtherBulletForceEraseB,isHitForceMagic,isIgnoreSfxIfHitWater,isIgnoreMoveStateIfHitWater,isHitDarkForceMagic,dmgCalcSide,isEnableAutoHoming,isSyncBulletCulcDumypolyPos,isOwnerOverrideInitAngle,isInheritSfxToChild,darkDamageDamp,bulletSfxDeleteType_byHit,bulletSfxDeleteType_byLifeDead,targetYOffsetRange,shootAngleYMaxRandom,shootAngleXMaxRandom,intervalCreateBulletId,intervalCreateTimeMin,intervalCreateTimeMax,predictionShootObserveTime,intervalCreateWaitTime,sfxPostureType,createLimitGroupId,pad5,isInheritSpeedToChild,isDisableHitSfx_byChrAndObj,isCheckWall_byCenterRay,isHitFlare,isUseBulletWallFilter,pad1,isNonDependenceMagicForFunnleNum,isAiInterruptShootNoDamageBullet,randomCreateRadius,followOffset_BaseHeight,assetNo_Hit,lifeRandomRange,homingAngleX,ballisticCalcType,attachEffectType,seId_Bullet1,seId_Bullet2,seId_Hit,seId_Flick,howitzerShootAngleXMin,howitzerShootAngleXMax,howitzerInitMinVelocity,howitzerInitMaxVelocity,sfxId_ForceErase,bulletSfxDeleteType_byForceErase,pad3,followDmypoly_forSfxPose,followOffset_Radius,spBulletDistUpRate,nolockTargetDist,pad4,
90000084,Sword of Night and Flame [Star Blast],400000025,526262,526263,-1,2,30,0,-1,0,2.7,40,5,0,45,40,0.1,0,0.4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,[0|0|0|0|0|0|0|0]
90000085,Sword of Night and Flame [Flame Pillar],301600840,-1,-1,-1,0.05,10,0,999,999,30,50,0,0,50,50,0,15,0.3,-1,0,0,0,2,0,0,0,10612001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,12,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000086,Sword of Night and Flame [Magic Wave],400000023,450072,450073,-1,0.15,999,0,0,0,0,30,0,0,30,30,0,0,0.4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,3,60,-25,25,6,0,0,0,0,0,0,-6,20,0,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,-1,[0|0|0|0|0|0|0|0]
90000087,Sword of Night and Flame [Ember],400000024,524102,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000088,Sword of Night and Flame [Flame Wave],400000024,-1,-1,-1,0.17,2,0,0,0,0,8,0,0,8,8,0,0,0.1,-1,0,0,0,1.5,0,0,0,90000089,0,0,0,0,0,4,0,-60,42,15,0,0,0,0,0,0,-25,0,0,0,3,11,3,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000089,Sword of Night and Flame [Flame Wave],400000024,524102,-1,-1,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0.8,-1,0,0,0,1.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000090,Sword of Night and Flame [Fireball],400000026,524007,524008,-1,2,30,0,-1,0,2.7,40,5,0,45,40,0.1,0,0.4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,[0|0|0|0|0|0|0|0]
90000091,Sword of Night and Flame [MoonsplosionJR2],400000022,523804,-1,-1,0.1,999,0,0,0,0,0,0.1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,90000121,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000092,Sword of Night and Flame [Magic StunJR2],400000022,526273,-1,-1,0.1,999,0,0,0,0,0,0,0,0,0,0,0,1,3,0.05,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
90000095,Sword of Night and Flame [Magic Stun],400000025,526273,-1,-1,0.1,999,0,0,0,0,0,0,0,0,0,0,0,1,3,0.05,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,1,0,[0|0|0|0|0|0|0|0]
