ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
800000200,XOV - Fan Blast Part 1,0,0,1,1,[0|0],69006900,0,0,0,2,0,[0|0]
800000201,XOV - Fan Blast Part 2,0,1,1,1,[0|0],69006901,0,0,0,2,0,[0|0]
800000202,XOV - Fan Blast Big YELLOW,0,2,1,1,[0|0],69006902,0,0,0,2,0,[0|0]
800000203,XOV - Fan Blast Lightning YELLOW,0,3,1,1,[0|0],69006903,0,0,0,2,0,[0|0]
800000204,XOV - Fan Beam BLUE,0,4,1,1,[0|0],69006905,0,0,0,2,0,[0|0]
800000205,XOV - Lightning Trail Emitter,0,5,1,1,[0|0],69006908,0,0,0,2,0,[0|0]
800000206,XOV - Fan Blast Lightning BLUE,0,6,1,1,[0|0],69006910,0,0,0,2,0,[0|0]
800000207,XOV - Fan Blast Lightning RED,0,7,1,1,[0|0],69006912,0,0,0,2,0,[0|0]
800000208,XOV - Fan Blast Big BLUE,0,8,1,1,[0|0],69006914,0,0,0,2,0,[0|0]
800000209,XOV - Fan Blast Big RED,0,9,1,1,[0|0],69006915,0,0,0,2,0,[0|0]
800000210,XOV - Fan Beam YELLOW,0,10,1,1,[0|0],69006916,0,0,0,2,0,[0|0]
800000211,XOV - Fan Beam RED,0,11,1,1,[0|0],69006918,0,0,0,2,0,[0|0]
800000212,XOV - Fan Area Cut ,0,12,1,0,[0|0],20000004,0,0,0,2,0,[0|0]
800000213,XOV - Fan Blast Big Blank,0,13,1,1,[0|0],69006920,0,0,0,2,0,[0|0]
800000214,XOV - Area Wind MED DMG,0,14,1,0,[0|0],20000005,0,0,0,2,0,[0|0]
800000215,XOV - Area Wind MED DMG,0,15,1,0,[0|0],20000006,0,0,0,2,0,[0|0]
800000216,XOV - Tornado Part 1 BIG,0,16,1,1,[0|0],69006921,0,0,0,2,0,[0|0]
800000217,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000218,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000219,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000220,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000221,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000222,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000223,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000224,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000225,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000226,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000227,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000228,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000229,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000230,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000231,XOV - Thing_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000232,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000233,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000234,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000235,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000236,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000237,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000238,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000239,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
800000240,XOV - Thing_1_1,0,0,1,1,[0|0],1703009,0,0,0,2,0,[0|0]
