ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
900000020,Grafted Dragon,0,20,1,1,[0|0],2385,0,0,0,12,0,[0|0]
900000021,Grafted Dragon,0,21,1,1,[0|0],2386,0,0,0,12,0,[0|0]
900000022,Grafted Dragon,0,22,1,1,[0|0],2387,0,40,0,12,0,[0|0]
900000023,Grafted Dragon,0,23,1,1,[0|0],2388,0,0,0,12,0,[0|0]
900000024,Grafted Dragon,0,24,1,1,[0|0],2389,0,0,0,12,0,[0|0]
900000025,Grafted Dragon,0,25,1,1,[0|0],2390,0,0,0,12,0,[0|0]
900000026,Grafted Dragon,0,26,1,1,[0|0],2391,0,0,0,12,0,[0|0]
900000034,One-Eyed Shield,0,34,1,1,[0|0],2680,0,100,0,12,0,[0|0]
900000035,One-Eyed Shield,0,35,1,1,[0|0],2681,0,0,0,12,0,[0|0]
900000038,Oh Flame!,0,38,1,1,[0|0],10600150,0,0,0,12,0,[0|0]
900000039,Flame Fall,0,39,1,1,[0|0],10602050,0,0,0,12,0,[0|0]
900000040,Flame Spit,0,40,1,1,[0|0],4460000,0,0,0,12,0,[0|0]
900000041,Giantsflame,0,39,1,1,[0|0],10610050,0,0,0,12,0,[0|0]
900000042,Spark1,0,42,1,1,[0|0],10351000,0,0,0,12,0,[0|0]
900000043,Spark2,0,43,1,1,[0|0],10351001,0,0,0,12,0,[0|0]
900000044,Daggers,0,44,1,1,[0|0],10175000,0,0,0,12,0,[0|0]
900000045,Poison,0,44,1,1,[0|0],3664180,0,0,0,12,0,[0|0]
900000046,Poison 2,0,44,1,1,[0|0],3664181,0,0,0,12,0,[0|0]
900000047,Poison 3,0,44,1,1,[0|0],10722001,0,0,0,12,0,[0|0]
900000048,Poison 4,0,44,1,1,[0|0],4770451,0,0,0,12,0,[0|0]
