ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
900000155,Right Leg,0,155,1,0,[0|0],900000155,0,8,0,1,0,[0|0]
900000156,Left Leg,0,156,1,0,[0|0],900000156,0,8,0,1,0,[0|0]
900000157,Left Hand,0,157,1,0,[0|0],900000157,0,8,0,1,0,[0|0]
900000158,Elbow,0,158,1,0,[0|0],900000158,0,8,0,1,0,[0|0]
900000650,Magma Trail,0,650,1,1,[0|0],10701010,0,0,0,1,0,[0|0]
900000651,Magma Trail,0,651,1,1,[0|0],10481000,0,0,0,1,0,[0|0]
900000652,Rock Projectile,0,652,1,1,[0|0],900000653,0,0,0,1,0,[0|0]
900000653,Rock Bullets,0,653,1,1,[0|0],900000658,0,3,0,1,0,[0|0]
900000654,Single Rock Bullet,0,654,1,1,[0|0],900000674,0,4,0,1,0,[0|0]
900000655,Gurranq's Rockfall,0,655,1,1,[0|0],900000678,0,25,0,1,0,[0|0]
900000671,Underground Eruption,0,671,1,1,[0|0],900000675,0,0,0,1,0,[0|0]
900000672,Speedball,0,672,1,1,[0|0],900000679,0,20,0,1,0,[0|0]
900000673,Quakeslam,0,673,1,0,[0|0],900000653,0,20,0,1,0,[0|0]
