ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,pad2,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,pad,
1100000,Wakizashi,1,0,[0|0|0],110,1006000,0,3,0,500,200,100,15,85,0,0,42,24,24,24,-1,-1,-1,-1,-1,-1,0,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1,1,1,1,15,15,5,120,10010,0,0,1,10,50,0,0,110,33,60,0,18,600,-1,-1,0,-1,7,0,0,20,2,0,149,0,12,48,0,10,9,13,0,0,99,0,0,10,40,0,1,0,0,0,12,12,12,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,4,1,1,24,0,0,6,10,2,12,12,6,0,12,0,800,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.2,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2000,320,6,6,1,2,35,-1,-1,-1,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
2090000,Inseparable Sword,1,0,[0|0|0],200,1210000,0,7,0,800,580,200,27,27,0,60,88,66,66,66,-1,-1,-1,-1,-1,-1,2200,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,-1,-1,-1,-1,-1,1,1.2,1,1,15,15,5.5,614,10049,0,0,1,10,102,0,0,0,66,60,0,56,2200,-1,-1,0,-1,7,0,1,23,2,0,156,0,13,852,0,0,15,18,0,20,99,0,0,10,70,0,1,0,0,0,35,35,35,35,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,101,0.059,0,1,0,1,1,0,0,0,0,1,1,100,88,4,6,30,2,35,35,6,0,35,0,1052,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,634740,-1,528181,450441,120,-1,403,402,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5800,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
3150000,Marais Executioner's Sword,1,0,[0|0|0],315,1212000,0,11.5,0,850,660,1000,63,7,0,0,68,49,36,36,-1,-1,-1,-1,-1,-1,2200,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,625,10095,0,0,1,10,94,61,0,0,69,60,0,46,2200,2,-1,0,-1,7,0,1,25,2,0,100,7,10,130,2,2,24,14,0,0,99,0,0,10,70,0,1,0,0,0,22,22,22,22,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.03,1,0,0,1,1,0,4,0,0,1,1,36,0,0,6,30,2,22,22,6,23,22,0,115,30,0,0,1,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,6600,310,6,6,3,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
3210000,Gargoyle's Blackblade,1,0,[0|0|0],311,1209000,0,11.5,0,850,660,200,40,15,0,30,60,33,33,33,-1,-1,-1,-1,-1,-1,2200,3210000,3210000,3210000,3210000,3210000,3210000,3210000,3210000,3210000,3210000,3210000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,632,10321,0,0,1,10,102,0,0,0,69,60,0,46,2200,-1,-1,0,-1,7,0,1,40,2,0,151,0,13,183,2,12,18,10,0,22,99,0,0,10,70,0,1,0,0,0,22,22,22,22,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.03,1,0,0,1,1,0,0,0,0,1,1,66,122,4,6,30,2,22,22,6,0,22,0,1167,0,0,0,1,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,6600,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,1,1,[0|0|0|0|0|0|0|0]
8100000,Morgott's Cursed Sword,1,0,[0|0|0],810,1708000,0,7.5,0,450,400,1000,15,60,0,0,55,29,29,29,6412,-1,-1,-1,-1,-1,2200,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,459,10288,0,0,1,10,120,0,0,0,48,60,0,35,2200,-1,-1,10,-1,7,0,3,40,2,0,100,7,0,0,2,12,14,20,0,0,99,0,0,10,70,0,1,0,0,0,17,17,17,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,40,0.059,1,0,0,1,1,0,0,0,0,1,1,29,0,0,6,80,0,17,17,6,0,17,0,1027,30,0,0,0,11,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.95,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,0,4000,310,6,6,3,2,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9030000,Meteoric Ore Blade,1,0,[0|0|0],903,1803000,0,7.5,0,450,320,500,45,17,36,0,50,45,31,31,6401,-1,-1,-1,-1,-1,2200,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,-1,-1,-1,-1,-1,1.2,1,1,1,15,15,5,553,10323,0,0,1,10,112,72,0,0,52,60,0,33,2200,-1,-1,0,-1,7,0,3,29,2,0,100,0,10,166,0,10,15,14,18,0,99,0,0,10,40,0,1,0,0,0,16,16,16,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,4,0,0,1,1,31,0,0,6,90,2,16,16,6,0,16,0,114,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.035,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3200,310,6,6,2,2,40,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9082200,[God-Hunting Nagamaki],0,0,[0|0|0],904,1801000,0,7,0,250,380,100,27,60,0,0,49,33,33,33,6400,-1,-1,-1,-1,-1,0,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,9082200,1,1,1,1,15,15,5,580,10321,0,0,1,10,115,0,0,0,45,60,0,33,0,-1,-1,0,-1,7,0,3,29,2,0,100,0,0,172,0,13,16,22,0,0,99,0,0,10,40,0,1,0,0,0,16,16,16,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,5,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,52,0.015,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,90,2,16,16,6,0,16,0,606,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,3,2,40,6501,-1,-1,9010000,9010000,9010000,9010000,9010000,9010000,9010000,9010000,9010000,9010000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9940000,[LIGHTBLADES] Moon Lightblade,1,0,[0|0|0],706,1804000,0,2,0,300,360,500,12,65,60,0,31,57,26,26,-1,-1,-1,60001,-1,-1,2200,9940000,9940000,9940000,9940000,9940000,9940000,9940000,9940000,9940000,9940000,9940000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,6001,10326,0,0,1,10,73,87,0,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,23,2,0,100,0,10,157,0,10,12,15,19,0,99,0,0,10,99,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,41,0.015,0,0,0,1,1,0,4,0,0,1,1,26,0,0,6,90,2,15,15,6,0,15,0,125,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9950000,[LIGHTBLADES] Blood Lightblade,1,0,[0|0|0],706,1805000,0,2,0,300,360,500,10,65,0,0,36,26,52,26,-1,-1,-1,60002,-1,-1,2200,9950000,9950000,9950000,9950000,9950000,9950000,9950000,9950000,9950000,9950000,9950000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,6002,10324,0,0,1,10,76,0,76,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,23,2,0,100,7,11,157,0,10,12,15,0,0,99,0,0,10,99,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,41,0.015,0,0,0,1,1,0,0,4,0,1,1,26,0,0,6,90,2,15,15,6,19,15,0,125,33,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,3,0,1,1,[0|0|0|0|0|0|0|0]
9960000,[LIGHTBLADES] Twin Lightblade (Blood),1,0,[0|0|0],1005,1905000,0,4,0,650,520,100,10,60,0,0,33,23,47,23,-1,-1,-1,60003,-1,-1,2200,9960000,9960000,9960000,9960000,9960000,9960000,9960000,9960000,9960000,9960000,9960000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,6003,10364,0,0,1,10,72,0,72,0,42,60,0,28,2200,-1,-1,0,-1,7,0,1,24,2,0,100,7,11,120,3,13,12,21,0,0,99,0,0,10,99,0,1,0,0,0,14,14,14,14,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,2,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,24,0.015,0,0,0,1,1,0,0,4,0,1,1,23,0,0,6,100,2,14,14,6,14,14,0,125,30,0,0,0,14,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.97,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,5200,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,3,0,1,1,[0|0|0|0|0|0|0|0]
